,datetime,Tweet id,Username,Text
0,2022-06-30 23:59:53+00:00,1542659217059770368,ebidinger1,"Twenty MILLION people (aka human beings) have died from #COVID. You may not care about your health or anyone else’s, but some of us do &amp; we all should. #publicsafety #LongCovid is affecting many, many people &amp; I speak to patients almost every day. https://t.co/OuGjdgRFzd"
1,2022-06-30 23:59:31+00:00,1542659126748221442,GisaGalaxy,#Plandemic #covid #bigfarmahoax https://t.co/csQeUp6bXE
2,2022-06-30 23:58:41+00:00,1542658915392954369,larazon_do,"Aumentan a 1,028 los casos activos de Covid-19 en RD

Amplía esta nota

https://t.co/oZJqhe6tJd

#LaRazónDo #Nacionales #NoticiasRD #COVID19 #SaludRD #COVID"
3,2022-06-30 23:58:32+00:00,1542658877463953408,kamtraders,"Revive Therapeutics $RVV $RVVTF in the treatment of #Covid_19 with Bucillamine 💊

FDA phase 3 study ....
This will change the worldwide life

@Revive_RVV @BenjaminA_Smith @revivethera $rvv.c $pfe $mrna $veru @DrFaucci @JustinTrudeau #COVID #CovidIsNotOver https://t.co/TWS1y8qB05"
4,2022-06-30 23:58:05+00:00,1542658765601640450,BrandosTruck,@CantWhipARabbit @AnneMcCloyNews @JoeBiden @JustinTrudeau ???? Are you high ???  That’s not true.  And you should know it if you did any research.  Very very very very small percentage of gun violence is from legal #gun ownership.Stop listening to the #lying #media they’re the real #virus. Not #guns or #covid your #mask is too tight
5,2022-06-30 23:58:05+00:00,1542658763521490946,iAcidoTextual,Descripción gráfica de cada lugar que voy… #Covid_19 #COVIDPERSISTENTE #COVID https://t.co/3xpyafi3Xg
6,2022-06-30 23:57:46+00:00,1542658683896664064,arsisdeveloper1,"God’s blessings come in the form of doctors. National Doctors' Day

#doctorsday #doctors #nationaldoctorsday #medical #medicine #covid #happydoctorsday #futuredoctor #medicallife #healthcare #surgeon #doctores #hospital #health #doctorsareheroes https://t.co/dQuVjHb2sb"
7,2022-06-30 23:57:33+00:00,1542658632835383298,LexCorporation,"Theresa Tam @CPHO_Canada she doesn't know what she is talking about! No kidding flu season will be here in 4mths.
#mybodymychoice 
#covid #unvaccinated #vaccinated #VaccinePassports 
#vaccineinjuries #VaccineDeaths
https://t.co/Q0QziPnbJy"
8,2022-06-30 23:57:22+00:00,1542658585762701314,felipgarza,¿Y habrá seguridad? o ¿se tiene que ir con chalecos antibalas? #Puebla #Vacunacion #Mexico #COVID https://t.co/L0Ey8jt1K9
9,2022-06-30 23:56:52+00:00,1542658457790291974,Justin_MJ_Dell,It’s sad that many participants in the “#FreedomMarch” led by #JamesTopp don’t realize they are being used. Its organizers don’t believe a damn word they say to you about #COVID conspiracies. They are accelerationists using social discord to collapse democracy. #cdnpoli #Ottawa
10,2022-06-30 23:55:50+00:00,1542658200985542657,Diario_EP,"#Perú | El Gobierno a través del Decreto Supremo N° 076-2022-PCM, dispuso prorrogar el #estadodeemergencia nacional, por 31 días calendario, a partir del 1 de julio, por las graves circunstancias que afectan la vida y salud de las personas como consecuencia de la #COVID-19.(1/3) https://t.co/xSs1qiigNh"
11,2022-06-30 23:55:10+00:00,1542658029874778112,mix_atlanta,Justice Thomas cites debunked claim that Covid vaccines are made with cells from 'aborted children' https://t.co/PD1y3vFQta via @Yahoo    #JusticeThomas      #Covid   #vaccines
